Serial No.,Date,Product ID,Demand,Inventory
1593,2023-10-23 10:10:37.263726368,7,855,868
1594,2023-12-25 20:49:02.214221424,20,986,808
1595,2022-10-30 06:00:19.441944192,69,595,175
1596,2022-02-27 19:43:21.980198020,43,224,789
1597,2022-07-31 15:33:21.440144012,80,477,689
1598,2022-11-12 21:39:43.798379836,52,332,82
1599,2023-05-11 05:00:16.201620160,74,674,546
1600,2022-04-02 14:58:47.632763276,35,812,147
1601,2023-10-08 23:14:46.768676864,85,701,856
1602,2023-01-01 20:09:00.054005400,26,632,959
1603,2022-09-10 09:16:11.017101708,71,608,859
1604,2023-02-13 18:25:44.554455444,62,605,785
1605,2023-12-17 18:19:32.997299728,62,420,622
1606,2023-11-18 23:58:07.668766872,94,772,809
1607,2022-01-21 22:52:27.434743474,14,122,511
1608,2023-03-16 17:21:04.806480648,89,337,804
1609,2023-06-10 19:09:57.299729968,47,143,377
1610,2022-09-06 12:24:15.985598560,27,507,812
1611,2023-04-18 10:19:32.997299728,20,71,284
1612,2022-06-13 12:52:20.954095410,21,325,944
1613,2022-08-19 04:36:30.459045904,6,321,300
1614,2022-10-22 14:01:37.209720972,92,695,849
1615,2023-07-18 02:31:38.829882984,47,773,808
1616,2023-06-30 15:45:27.272727272,67,986,779
1617,2022-12-29 15:03:15.499549952,98,124,832
1618,2023-06-01 00:22:27.974797480,94,354,942
1619,2023-08-21 10:02:59.297929792,40,788,585
1620,2023-09-16 13:19:42.718271824,21,723,104
1621,2023-10-29 15:06:42.880288024,32,58,683
1622,2023-04-17 09:47:43.366336632,54,535,810
1623,2023-07-12 02:50:56.705670568,59,811,830
1624,2023-06-09 06:22:12.853285328,62,424,324
1625,2023-07-10 00:02:09.612961296,64,578,45
1626,2023-07-18 11:17:17.983798376,14,397,602
1627,2022-05-14 02:12:55.517551754,27,449,909
1628,2022-04-26 18:56:59.621962196,79,884,906
1629,2023-12-06 00:13:32.241224120,46,383,940
1630,2023-04-12 08:53:43.042304232,27,497,717
1631,2023-03-11 04:11:09.666966696,35,856,74
1632,2023-10-01 23:02:15.013501352,90,40,99
1633,2023-01-18 13:23:53.303330332,58,465,491
1634,2022-01-05 16:08:21.170117011,94,130,166
1635,2022-09-06 15:54:31.647164716,20,873,403
1636,2023-07-02 09:48:35.211521152,5,691,5
1637,2022-09-08 23:58:42.232223220,22,169,898
1638,2022-01-02 21:33:23.600360036,77,504,955
1639,2022-10-22 03:30:50.225022500,21,210,342
1640,2022-10-22 17:31:52.871287128,37,206,225
1641,2023-08-26 00:26:12.637263728,1,957,772
1642,2022-12-11 23:01:40.450045004,99,897,999
1643,2023-07-24 12:43:07.938793880,17,461,279
1644,2022-11-03 02:52:14.473447344,34,982,54
1645,2022-02-26 03:25:21.872187219,72,355,839
1646,2023-05-19 14:30:16.741674168,45,73,868
1647,2022-01-31 14:09:41.098109811,94,310,213
1648,2023-07-20 19:21:28.568856888,4,617,514
1649,2022-03-05 05:23:01.458145814,9,802,967
1650,2023-03-14 14:32:17.713771376,41,106,732
1651,2022-08-27 15:51:38.829882988,82,153,855
1652,2023-09-05 16:15:15.931593160,13,5,956
1653,2023-02-20 23:53:39.801980196,47,775,504
1654,2023-05-13 09:34:11.125112512,13,600,469
1655,2023-06-07 19:19:36.237623760,28,510,515
1656,2023-06-06 06:31:51.791179120,12,347,245
1657,2022-11-04 13:54:51.089108908,33,313,470
1658,2022-06-09 10:45:02.430243024,82,700,809
1659,2022-02-28 20:15:11.611161116,23,76,625
1660,2022-12-13 22:20:11.881188116,14,577,956
1661,2023-08-09 10:41:35.049504952,15,144,104
1662,2023-10-28 23:20:32.403240320,34,151,849
1663,2023-10-08 10:58:51.953195320,25,942,19
1664,2023-01-28 20:27:17.443744372,64,163,746
1665,2023-05-08 12:10:26.462646264,6,284,954
1666,2022-02-05 11:33:25.760576057,16,355,640
1667,2022-03-30 20:23:50.063006300,24,14,646
1668,2022-08-21 23:11:28.028802880,15,846,561
1669,2023-03-19 17:11:25.868586856,16,463,861
1670,2023-10-01 23:02:15.013501352,1,121,318
1671,2023-09-10 22:24:39.747974792,87,297,393
1672,2023-07-26 22:32:26.354635464,72,478,607
1673,2023-02-06 11:12:41.476147612,99,750,607
1674,2022-02-01 02:25:35.913591359,3,896,214
1675,2022-03-07 16:57:27.704770477,39,166,410
1676,2022-07-10 00:54:43.528352834,55,656,731
1677,2023-04-23 16:28:56.813681368,82,353,252
1678,2022-10-11 01:10:59.945994600,49,434,666
1679,2023-03-11 21:42:27.974797480,1,255,139
1680,2022-05-30 07:11:53.951395140,81,859,903
1681,2022-02-03 01:44:07.344734473,52,271,338
1682,2022-11-05 07:26:09.396939692,1,16,307
1683,2022-09-30 00:36:17.497749776,26,45,416
1684,2023-07-08 05:59:01.674167416,97,191,411
1685,2022-05-17 12:34:03.564356436,73,640,48
1686,2023-08-09 10:41:35.049504952,52,544,459
1687,2023-08-14 16:50:58.865886584,67,370,116
1688,2022-06-29 16:06:11.557155716,67,811,416
1689,2023-01-07 19:49:42.178217820,56,711,841
1690,2023-05-28 12:16:12.097209720,82,801,297
1691,2022-02-21 02:31:21.548154815,29,578,28
1692,2022-09-19 15:47:45.526552656,65,225,354
1693,2023-10-06 22:11:07.506750672,75,160,910
1694,2022-08-02 02:35:58.055805580,98,256,303
1695,2022-12-17 05:11:04.266426640,80,892,137
1696,2023-10-13 04:52:20.954095408,4,360,171
1697,2023-07-01 19:47:32.565256528,41,121,641
1698,2023-01-03 08:56:44.500450044,33,259,610
1699,2023-08-27 00:58:02.268226824,33,29,107
1700,2023-03-14 04:01:30.729072904,71,950,940
1701,2023-06-24 10:49:21.656165616,16,490,965
1702,2023-09-27 01:38:30.351035104,90,631,217
1703,2022-07-11 18:57:51.467146714,85,444,590
1704,2022-04-18 07:41:51.251125112,52,859,844
1705,2023-05-03 20:02:05.292529248,7,148,755
1706,2022-11-04 22:40:30.243024300,56,180,63
1707,2022-04-11 14:29:50.819081908,11,776,995
1708,2023-05-27 20:30:01.620162016,17,793,250
1709,2022-08-11 19:38:19.549954996,80,179,556
1710,2023-11-09 19:11:40.990099008,85,511,900
1711,2023-12-03 19:39:37.317731768,64,212,370
1712,2023-10-08 05:43:28.460846080,82,602,34
1713,2022-06-05 19:08:30.891089108,28,940,698
1714,2023-10-16 16:58:36.831683168,32,3,36
1715,2022-12-05 21:35:50.495049504,55,59,863
1716,2023-02-01 17:19:12.475247524,73,881,265
1717,2023-09-17 19:06:55.841584160,14,396,207
1718,2023-03-14 16:17:25.544554456,78,585,750
1719,2023-02-07 11:44:31.107110708,49,721,319
1720,2023-11-03 23:01:14.527452744,97,772,373
1721,2023-06-24 09:04:13.825382536,74,412,330
1722,2023-09-09 14:52:18.793879384,21,579,829
1723,2023-01-28 08:11:22.628262824,33,529,307
1724,2022-12-24 05:23:36.021602160,11,430,385
1725,2023-03-09 03:07:30.405040504,26,988,640
1726,2023-11-21 06:17:10.423042304,45,81,936
1727,2023-07-22 01:08:41.692169216,70,451,936
1728,2023-03-28 23:43:00.378037800,49,403,994
1729,2022-04-24 10:52:49.036903690,26,813,162
1730,2022-04-24 09:07:41.206120612,14,253,586
1731,2022-12-13 17:04:48.388838884,16,888,1
1732,2023-10-27 12:17:55.787578752,33,851,759
1733,2023-08-19 08:59:20.036003600,73,990,422
1734,2023-08-12 03:31:24.788478848,84,716,727
1735,2022-08-29 20:25:33.753375336,74,743,834
1736,2023-11-09 12:11:09.666966696,28,286,470
1737,2023-09-25 07:35:22.412241224,4,323,746
1738,2023-09-14 01:45:16.471647160,39,463,894
1739,2022-12-06 01:06:06.156615660,98,122,313
1740,2023-03-07 07:19:14.635463544,23,426,316
1741,2022-10-21 20:30:18.901890188,51,524,722
1742,2022-07-03 04:12:27.434743474,38,524,533
1743,2022-03-07 22:12:51.197119712,74,306,13
1744,2022-10-24 22:05:47.794779476,75,498,517
1745,2022-11-21 00:09:13.015301528,29,207,298
1746,2022-07-02 12:26:16.957695770,58,856,866
1747,2022-11-22 12:56:57.461746172,21,151,225
1748,2022-02-21 06:01:37.209720972,84,835,334
1749,2022-12-19 02:44:27.866786676,33,902,814
1750,2023-05-01 06:42:31.215121512,42,493,742
1751,2023-01-19 13:55:42.934293428,11,146,462
1752,2023-11-18 23:58:07.668766872,85,650,486
1753,2023-02-28 14:07:14.203420344,68,878,654
1754,2023-04-12 14:09:06.534653464,98,684,606
1755,2023-10-03 03:04:20.306030600,77,135,400
1756,2023-03-16 12:05:41.314131408,90,740,980
1757,2023-09-03 23:57:15.823582360,81,478,406
1758,2023-12-25 17:18:46.552655264,91,880,552
1759,2023-06-15 14:48:34.131413136,66,572,978
1760,2022-07-27 02:55:15.931593158,26,532,335
1761,2023-04-14 20:28:09.288928888,63,57,278
1762,2023-03-18 09:39:04.914491448,77,227,747
1763,2023-12-27 13:07:02.322232224,15,997,358
1764,2022-09-27 02:31:04.266426640,58,64,452
1765,2023-02-10 18:35:23.492349232,31,429,218
1766,2022-03-25 12:29:18.415841584,40,746,522
1767,2022-03-10 18:32:56.597659766,80,617,700
1768,2023-01-19 03:24:55.949594960,40,400,438
1769,2023-08-15 01:36:38.019801976,36,105,259
1770,2023-02-17 06:32:00.432043204,10,612,471
1771,2022-05-22 09:57:48.226822682,33,904,191
1772,2023-12-26 09:04:57.029702968,97,941,168
1773,2022-05-02 06:21:46.930693068,65,862,675
1774,2022-06-03 05:48:56.813681368,2,256,58
1775,2023-03-27 17:55:47.254725472,35,911,863
1776,2022-05-08 21:48:39.531953194,22,34,639
1777,2023-04-23 07:43:17.659765976,61,700,85
1778,2023-02-01 19:04:20.306030600,75,990,198
1779,2023-08-14 23:51:30.189018904,63,929,942
1780,2022-07-15 19:20:02.160216022,33,861,701
1781,2022-10-27 11:25:21.872187216,97,460,756
1782,2023-05-24 13:39:09.234923488,94,671,293
1783,2022-10-16 21:21:26.408640864,99,460,605
1784,2023-11-05 11:48:58.973897384,57,604,384
1785,2023-12-02 17:22:39.855985600,21,558,632
1786,2023-03-03 05:11:56.111611160,21,861,492
1787,2022-12-21 12:33:46.282628260,60,466,353
1788,2022-07-03 23:28:53.573357336,79,776,941
1789,2022-03-29 02:20:42.124212421,21,167,373
1790,2023-11-21 02:46:54.761476144,78,95,75
1791,2022-09-28 11:48:33.051305128,70,250,463
1792,2023-05-12 19:33:08.478847880,95,993,281
1793,2022-01-24 12:12:01.512151215,13,165,948
1794,2022-10-31 15:17:48.226822680,92,630,871
1795,2023-07-04 14:22:30.135013496,97,24,798
1796,2023-04-06 12:43:16.579657968,3,638,203
1797,2022-06-24 15:12:11.233123312,42,53,901
1798,2022-05-22 11:42:56.057605760,72,908,394
1799,2022-08-22 20:13:01.998199820,98,617,620
1800,2022-05-18 13:05:53.195319532,47,97,696
1801,2022-03-19 12:48:36.291629163,11,673,746
1802,2022-12-18 21:29:04.374437444,40,149,720
1803,2022-06-06 02:09:02.214221422,93,454,212
1804,2022-03-25 15:59:34.077407741,41,776,588
1805,2023-10-16 01:12:26.354635464,20,321,131
1806,2023-03-04 09:14:01.404140416,7,126,884
1807,2022-05-20 14:09:32.457245724,91,624,9
1808,2022-01-24 08:41:45.850585058,91,122,475
1809,2023-07-13 17:23:48.982898288,63,277,917
1810,2022-11-12 04:08:25.490549052,83,955,379
1811,2023-11-01 13:11:56.111611160,86,471,295
1812,2023-10-25 04:13:45.202520248,98,470,613
1813,2022-08-26 11:49:33.537353736,50,466,849
1814,2022-10-24 23:50:55.625562556,20,975,467
1815,2023-04-03 12:52:55.517551752,95,284,304
1816,2022-10-27 00:54:34.887488748,39,607,726
1817,2022-01-28 23:04:59.189918992,34,26,861
1818,2023-12-16 10:47:12.043204320,47,335,947
1819,2023-07-23 06:55:54.815481544,75,473,158
1820,2022-03-03 16:35:17.011701170,68,793,181
1821,2022-12-06 02:51:13.987398740,31,171,316
1822,2022-10-19 07:10:44.824482448,88,639,549
1823,2023-09-09 14:52:18.793879384,94,178,514
1824,2023-05-27 18:44:53.789378936,23,214,72
1825,2023-09-19 00:54:08.964896488,8,240,497
1826,2022-07-19 00:25:46.714671466,7,756,712
1827,2023-04-19 14:21:38.289828984,78,731,709
1828,2023-09-20 06:41:22.088208816,37,848,869
1829,2023-08-22 05:19:25.436543656,58,544,371
1830,2022-11-23 02:58:00.108010800,66,716,365
1831,2023-12-30 12:57:23.384338432,63,102,236
1832,2023-03-28 04:26:34.239423944,1,677,715
1833,2023-06-09 11:37:36.345634560,4,84,173
1834,2023-09-28 07:25:43.474347432,82,675,794
1835,2022-09-18 17:01:03.726372636,32,731,789
1836,2023-04-08 12:01:48.010801080,55,327,879
1837,2022-06-04 20:21:49.090909090,32,821,961
1838,2023-03-29 13:44:03.024302432,43,505,482
1839,2023-07-29 18:52:31.755175512,38,81,503
1840,2023-03-14 04:01:30.729072904,66,355,62
1841,2023-01-23 09:02:30.135013500,97,374,102
1842,2022-07-10 16:40:54.005400540,66,851,936
1843,2022-04-22 08:04:01.944194420,79,514,880
1844,2023-02-12 05:38:00.108010800,89,954,865
1845,2022-01-23 11:40:11.881188118,46,715,374
1846,2023-07-18 18:17:49.306930688,4,428,594
1847,2022-03-23 13:10:46.984698470,49,701,919
1848,2022-01-21 03:36:01.296129613,90,447,154
1849,2022-08-18 04:04:40.828082808,52,953,429
1850,2022-04-14 03:49:24.896489649,12,981,760
1851,2022-12-26 20:28:17.929792980,54,480,758
1852,2022-02-06 22:36:02.376237623,62,975,399
1853,2023-10-25 14:44:32.187218720,38,223,989
1854,2023-01-22 12:00:56.165616560,97,382,944
1855,2023-12-06 15:59:42.718271824,30,368,712
1856,2022-10-13 05:44:54.869486948,71,715,113
1857,2023-07-12 20:22:15.013501352,86,465,899
1858,2023-11-26 10:41:26.408640864,45,88,291
1859,2022-04-03 01:29:34.617461746,64,995,684
1860,2022-02-08 11:23:46.822682268,4,400,903
1861,2022-01-03 23:50:21.062106210,45,431,913
1862,2022-12-24 17:39:30.837083708,45,169,604
1863,2023-11-07 05:52:06.912691264,16,900,389
1864,2022-11-24 14:00:36.723672368,26,414,386
1865,2023-01-18 20:24:24.626462644,87,504,622
1866,2022-11-11 07:06:51.521152116,53,999,223
1867,2023-12-16 10:47:12.043204320,21,507,505
1868,2022-12-12 02:31:56.111611160,22,441,988
1869,2023-06-25 07:50:55.625562552,99,28,728
1870,2022-01-13 09:52:11.233123312,66,201,335
1871,2022-09-25 18:58:43.312331232,93,646,652
1872,2022-06-04 16:51:33.429342934,88,338,378
1873,2022-08-16 11:46:40.720072008,16,30,529
1874,2022-08-12 20:10:09.180918092,25,583,630
1875,2022-07-27 08:10:39.423942394,62,79,129
1876,2023-05-10 11:28:57.893789376,95,208,805
1877,2022-12-24 07:08:43.852385236,98,763,696
1878,2023-11-22 08:34:07.884788480,90,158,50
1879,2022-08-31 16:13:49.522952296,80,632,240
1880,2022-01-18 02:00:32.403240324,29,495,662
1881,2023-10-04 14:06:56.921692168,39,248,645
1882,2023-12-29 05:25:02.430243024,26,54,622
1883,2023-10-06 22:11:07.506750672,55,265,784
1884,2022-10-13 21:31:05.346534652,83,269,634
1885,2023-11-24 14:53:10.639063904,17,829,428
1886,2023-09-13 11:44:13.825382536,32,758,697
1887,2023-02-02 05:35:07.290729072,16,163,164
1888,2022-07-13 20:01:30.729072906,92,90,158
1889,2022-06-11 15:18:57.353735374,60,829,216
1890,2022-05-17 23:04:50.549054906,64,265,400
1891,2023-12-03 12:39:05.994599456,12,736,640
1892,2022-03-01 22:32:09.072907291,64,857,805
1893,2022-05-24 00:30:40.504050404,14,815,773
1894,2023-12-04 23:41:42.610261024,37,362,464
1895,2022-08-01 09:04:39.747974796,74,800,645
1896,2023-07-02 01:02:56.057605760,60,53,138
1897,2023-03-05 15:01:14.527452744,35,355,387
1898,2022-12-03 06:31:08.586858684,55,143,6
1899,2023-08-03 04:00:21.602160216,55,801,721
1900,2023-09-11 05:25:11.071107112,80,446,169
1901,2023-03-23 17:33:36.561656168,19,605,577
1902,2023-07-10 12:18:04.428442840,6,361,995
1903,2022-10-04 16:44:38.667866784,56,399,806
1904,2022-08-08 07:32:03.672367236,86,2,756
1905,2023-08-03 16:16:16.417641760,8,678,291
1906,2022-05-17 14:19:11.395139514,27,16,143
1907,2023-11-30 05:48:13.609360936,52,704,12
1908,2023-03-13 03:29:41.098109808,99,782,484
1909,2023-10-10 12:02:31.215121512,68,489,301
1910,2022-11-13 13:25:54.275427540,80,396,433
1911,2022-12-17 19:12:06.912691268,32,116,800
1912,2023-05-12 17:48:00.648064808,88,402,791
1913,2023-12-12 06:54:45.688568856,84,866,111
1914,2023-03-01 07:38:32.511251120,7,781,908
1915,2023-10-11 17:49:44.338433840,73,750,602
1916,2022-01-03 16:49:49.738973897,79,732,239
1917,2022-05-29 17:10:51.305130512,15,25,662
1918,2023-04-04 01:08:50.333033304,16,503,225
1919,2022-10-06 05:32:23.114311432,94,813,664
1920,2022-07-04 06:29:24.896489648,96,270,371
1921,2022-07-16 04:05:41.314131412,36,914,42
1922,2022-03-21 12:07:07.722772277,3,168,567
1923,2022-06-15 15:41:08.046804680,73,146,883
1924,2023-04-23 02:27:54.167416744,65,736,188
1925,2022-12-30 05:04:18.145814580,45,602,74
1926,2023-04-23 21:44:20.306030600,47,458,436
1927,2022-02-08 04:23:15.499549955,21,515,606
1928,2023-11-03 17:45:51.035103512,8,387,56
1929,2022-09-30 04:06:33.159315932,50,226,478
1930,2023-10-14 19:25:13.231323128,39,589,357
1931,2022-12-22 23:36:22.898289828,76,560,371
1932,2023-09-15 07:32:29.594959496,38,852,849
1933,2023-10-11 21:20:00.000000000,26,841,812
1934,2022-11-03 06:22:30.135013500,84,630,628
1935,2023-12-29 01:54:46.768676864,57,699,677
1936,2022-03-26 07:45:44.554455445,6,594,962
1937,2022-07-07 01:04:22.466246624,7,681,412
1938,2023-07-19 01:18:20.630063008,31,597,193
1939,2023-02-10 16:50:15.661566156,12,125,238
1940,2022-09-06 12:24:15.985598560,94,683,442
1941,2022-06-05 12:07:59.567956796,66,333,324
1942,2023-12-06 00:13:32.241224120,65,68,103
1943,2023-08-19 05:29:04.374437440,76,351,814
1944,2022-02-17 05:39:26.516651665,71,610,771
1945,2022-12-28 11:01:10.207020700,19,452,26
1946,2023-01-23 23:03:32.781278128,83,625,545
1947,2023-04-02 19:21:37.209720968,16,139,716
1948,2022-03-29 07:36:05.616561656,70,810,77
1949,2023-11-11 07:59:25.436543656,94,185,42
1950,2023-11-05 15:19:14.635463544,71,395,606
1951,2022-10-15 15:34:13.285328532,61,919,128
1952,2022-09-19 14:02:37.695769576,13,893,261
1953,2022-10-24 22:05:47.794779476,92,77,52
1954,2022-12-07 13:53:50.603060304,37,479,752
1955,2023-04-22 21:12:30.675067504,38,886,450
1956,2022-08-23 06:43:48.982898288,38,140,941
1957,2023-01-07 00:33:16.039603960,49,399,394
1958,2022-11-17 17:18:20.630063004,30,222,938
1959,2023-10-07 10:27:02.322232224,66,861,995
1960,2022-01-11 08:48:31.971197119,89,903,49
1961,2022-12-17 12:11:35.589558956,14,524,504
1962,2023-07-17 12:30:36.183618360,56,489,629
1963,2023-06-01 14:23:30.621062104,85,280,67
1964,2023-10-07 22:42:57.137713768,7,751,708
1965,2023-06-28 14:41:48.010801080,57,68,424
1966,2023-07-31 05:55:08.370837080,89,113,61
1967,2023-05-19 14:30:16.741674168,56,729,395
1968,2023-12-10 09:21:22.088208816,38,364,449
1969,2022-08-26 10:04:25.706570656,12,613,114
1970,2022-12-06 13:22:00.972097208,48,521,187
1971,2022-05-23 06:59:22.196219622,44,216,578
1972,2022-02-23 10:35:32.133213321,79,368,724
1973,2023-08-02 08:43:55.463546352,34,158,410
1974,2022-09-11 11:33:08.478847884,42,290,135
1975,2023-07-13 13:53:33.321332128,28,888,359
1976,2022-11-18 12:34:46.768676868,15,910,71
1977,2022-03-29 18:06:52.601260126,79,842,292
1978,2022-08-29 08:09:38.937893788,40,783,745
1979,2023-04-02 12:21:05.886588656,39,813,227
1980,2023-09-18 12:38:14.149414936,47,158,994
1981,2023-12-25 10:18:15.229522952,90,332,230
1982,2022-05-18 00:49:58.379837984,85,158,122
1983,2022-10-16 19:36:18.577857784,55,459,907
1984,2022-01-22 18:08:53.573357335,66,261,514
1985,2022-05-21 02:25:27.272727272,86,454,747
1986,2023-02-13 07:54:57.569756976,61,234,122
1987,2022-03-08 03:28:14.689468947,19,459,578
1988,2023-07-29 15:22:16.093609360,68,587,878
1989,2023-05-26 04:12:01.512151216,45,679,877
1990,2022-11-07 13:45:12.151215120,58,621,564
1991,2023-10-18 00:30:57.785778576,79,387,205
1992,2022-04-05 04:18:21.710171017,31,240,999
1993,2022-03-14 04:54:04.644464446,30,208,532
1994,2022-07-08 05:06:27.758775878,76,16,464
1995,2022-05-30 01:56:30.459045904,86,772,704
1996,2023-09-01 21:08:28.730873088,47,126,275
1997,2023-02-26 13:03:34.941494152,55,151,678
1998,2023-06-01 21:24:01.944194416,68,789,976
1999,2022-01-08 15:58:42.232223222,83,100,285
2000,2023-04-27 04:35:12.691269128,54,767,957
2001,2023-03-29 13:44:03.024302432,97,168,194
2002,2023-07-18 00:46:30.999099912,71,426,932
2003,2022-11-24 08:45:13.231323132,91,408,579
2004,2023-01-29 19:13:59.243924392,3,87,763
2005,2022-05-21 12:56:14.257425742,76,214,943
2006,2022-12-09 07:56:58.541854184,92,11,626
2007,2023-09-26 15:07:43.366336632,25,738,652
2008,2023-07-25 02:44:10.585058504,47,651,652
2009,2023-11-15 08:21:36.129612960,16,966,859
2010,2022-11-07 19:00:35.643564356,74,280,393
2011,2022-05-11 05:52:50.117011700,15,816,975
2012,2023-12-18 06:35:27.812781280,87,233,787
2013,2022-10-05 17:16:28.298829884,95,122,39
2014,2023-11-08 15:09:35.697569752,31,329,395
2015,2022-02-23 15:50:55.625562556,8,554,296
2016,2022-03-31 01:39:13.555355535,6,746,659
2017,2022-05-10 21:07:10.963096310,74,956,783
2018,2022-09-28 01:17:46.066606660,4,278,63
2019,2022-12-03 15:16:47.740774076,58,986,976
